lat,lon
33.7529336,-84.3721516
33.7620961,-84.5087619
33.7711903,-84.412411
33.6944426,-84.3747539
33.75867,-84.328115
33.7639116,-84.4392908
33.7724018,-84.4218658
33.7686948,-84.4132022
33.7282076,-84.3803105
33.7236122,-84.409679
33.7530281,-84.4908084
33.7652444,-84.4085957
33.7960392,-84.4910621
33.7545713,-84.4939606
33.7315952,-84.3832244
33.6504359,-84.3595332
33.6504359,-84.3595332
33.7906634,-84.4725837
33.6998471,-84.4185475
33.7533128,-84.3822976
33.7510959,-84.4441216
33.764878,-84.493403
33.7676546,-84.5145695
33.8242104,-84.3519788
33.7644419,-84.4066314
33.7079204,-84.5077433
33.6967143,-84.3825712
33.8113426,-84.3894681
33.7143533,-84.4427818
33.7181551,-84.4313643
33.7320677,-84.4143448
33.7257374,-84.440497
33.7104455,-84.4480848
33.7556942,-84.3797516
33.7239142,-84.4954282
33.7291766,-84.3911894
33.7692337,-84.4109184
33.7447901,-84.4189828
33.6956618,-84.3975513
33.71853,-84.4287636
33.8203605,-84.4518426
33.785374,-84.473196
33.7493515,-84.4351203
33.745296,-84.5082387
33.7844933,-84.4649032
33.6727543,-84.3874895
33.7749493,-84.3625041
33.7099603,-84.4443291
33.7187567,-84.3818057
33.7501654,-84.3944819
33.7845307,-84.4651017
33.7225557,-84.4102181
33.673444,-84.374422
33.7437651,-84.3681229
33.673605,-84.387396
33.7441269,-84.383553
33.7697417,-84.506565
33.6971828,-84.3608719
33.783699,-84.468773
33.7846871,-84.3882455
33.7145407,-84.4356045
33.783699,-84.468773
33.7648633,-84.4517431
33.7232574,-84.401057
33.7791007,-84.4237217
33.7112661,-84.3959408
33.7437425,-84.4233347
33.7543719,-84.3884078
33.7180791,-84.4097272
33.755834,-84.381155
33.711081,-84.4441125
33.7891,-84.472807
33.7540948,-84.4880435
33.7267834,-84.4018116
33.76834,-84.412834
33.713873,-84.398421
33.6759879,-84.486705
33.7122662,-84.3977593
33.747641,-84.328691
33.747641,-84.328691
33.6834887,-84.5087309
33.749815,-84.4931075
33.7530223,-84.3889214
33.7392651,-84.4023504
33.7393519,-84.3982102
33.7017494,-84.3766325
33.7530583,-84.4887862
33.7267834,-84.4018116
33.7643562,-84.3841322
33.7175317,-84.4042436
33.7442697,-84.4083845
33.7086959,-84.3789281
33.7086959,-84.3789281
33.7086959,-84.3789281
33.7144395,-84.390965
33.772151,-84.465189
33.7703981,-84.4429868
33.7703981,-84.4429868
33.7604535,-84.4189103
33.7457866,-84.4056573
33.6992836,-84.4846956
33.7093068,-84.3779309
33.6789172,-84.3989896
33.7529336,-84.3721516
33.7061472,-84.3571876
33.7922178,-84.4069068
33.7408262,-84.4276719
33.6848479,-84.5088343
33.7640707,-84.4085321
33.7495161,-84.4394164
33.7495161,-84.4394164
33.6919124,-84.5185146
33.7104455,-84.4480848
33.7786374,-84.4750204
33.738054,-84.414426
33.77169,-84.363355
33.7687611,-84.5129564
33.7669407,-84.3495733
33.7669407,-84.3495733
33.7638186,-84.4256672
33.7378293,-84.4038414
33.773881,-84.509727
33.7759976,-84.4658745
33.764871,-84.431543
33.7699226,-84.4151302
33.780775,-84.4563314
33.7633633,-84.42595
33.7012064,-84.3513164
33.7593045,-84.36996
33.6638835,-84.3786034
33.7659999,-84.4426238
33.78504,-84.459754
33.6719567,-84.5149993
33.6721003,-84.39258
33.7064782,-84.4574774
33.7031071,-84.4548212
33.742257,-84.3995678
33.7524776,-84.3157197
33.6918209,-84.4088484
33.751688,-84.389952
33.7439881,-84.4258993
33.7493105,-84.3598677
33.7531917,-84.4660369
33.750808,-84.448437
33.7427716,-84.4076258
33.7278779,-84.3631711
33.7263462,-84.3993936
33.7740834,-84.4060189
33.7300259,-84.3993832
33.7414011,-84.3116907
33.7005751,-84.4656466
33.7740834,-84.4060189
33.708546,-84.3597857
33.7279388,-84.423064
33.7111224,-84.3502371
33.7651413,-84.4194594
33.7755255,-84.4711821
33.7676459,-84.3847686
33.7585621,-84.4467477
33.7705995,-84.420247
33.7581653,-84.4169581
33.7652806,-84.4050131
33.7474244,-84.3972789
33.693364,-84.478796
33.7223255,-84.4107916
33.7628463,-84.4529318
33.7964826,-84.4697176
33.712846,-84.380979
33.7190629,-84.3806699
33.7735737,-84.5009964
33.848079,-84.3697443
33.7994666,-84.4807729
33.6734098,-84.4122164
33.6858449,-84.4094232
33.7607346,-84.4406791
33.714258,-84.4360038
